3.758321493242565925e+00 1.803099530703235753e-01 6.527345627437847186e-01
4.021785114821085472e+00 2.129857496671831718e-01 6.772609857670622846e-01
3.978163770198456461e+00 1.524848976027479708e-01 6.892790496784442222e-01
4.082634910265838357e+00 1.567424586649614482e-01 7.213509570424592177e-01
3.972844930483112158e+00 7.208373247478641610e-02 6.612294264653115761e-01
3.872127726456207064e+00 2.048710457755595071e-01 6.316222281175833952e-01
4.147426997120689407e+00 1.224704777600216649e-01 6.072920194671269645e-01
3.878846561441611662e+00 9.927017179603817021e-02 7.973514541942237077e-01
4.279463359089341168e+00 1.723413860944495446e-01 7.347133198853638136e-01
3.691821052397192826e+00 2.138561105915575689e-01 6.482046337152113091e-01
4.086049349770279449e+00 1.796720623857821497e-01 7.521772315351870075e-01
3.969830845354843873e+00 1.914211699638890818e-01 7.722571356402625486e-01
4.219570691888216984e+00 1.442108563616701089e-01 7.208199803020262086e-01
4.058587481878818792e+00 1.029832215753228586e-01 6.743853210073469384e-01
3.918856149595150828e+00 2.129856912449920037e-01 7.469935476545677133e-01
4.150400646750786571e+00 2.099588594872716096e-01 6.929263878754610140e-01
4.115967049805488109e+00 1.348697871116078806e-01 6.268025330208119028e-01
3.795489147955343867e+00 1.255846933915202301e-01 7.374167246000811193e-01
3.881938909498893864e+00 2.133475472643802939e-01 6.770031800157015889e-01
4.014405497810878742e+00 1.818365320116259176e-01 6.056954690641361827e-01
3.997495705251069342e+00 1.840345228775964459e-01 7.682424795039800580e-01
3.951316770297457648e+00 1.680554459915325205e-01 7.010142080240350237e-01
3.899109671663209209e+00 1.467175817387978143e-01 7.038293559998991533e-01
4.267306574472708114e+00 1.864393532938825593e-01 6.199778040582041294e-01
4.097551112415611207e+00 1.818400850204839048e-01 6.953807769099646929e-01
3.838816317060134597e+00 2.286951200479295510e-01 6.840746330232609917e-01
4.069564942327303925e+00 1.794044383334888748e-01 6.358316370041712240e-01
3.767594371294113564e+00 1.063150798044147777e-01 7.898425785372840124e-01
3.942121022687238519e+00 1.874547714908041396e-01 7.433007162367976095e-01
3.789093606554483795e+00 1.384477183517286436e-01 6.223090692988814121e-01
4.221005990496335514e+00 1.989295200789468476e-01 7.270136822105301988e-01
3.848660365960166363e+00 2.032228935252766988e-01 7.673850556272230339e-01
4.083531684971097420e+00 1.774853365069595512e-01 7.389852452721327181e-01
3.884522079355650526e+00 1.789861875482358367e-01 7.124946590015882597e-01
3.955517086173563346e+00 1.178303135778870081e-01 7.382275580041071095e-01
3.831301104170592886e+00 1.244722817996921777e-01 6.864715598534650853e-01
4.018808500752117929e+00 2.191836099536626781e-01 7.445274098911703886e-01
4.021709926917241162e+00 1.984024307541370213e-01 7.285491562227798257e-01
4.114566796755186218e+00 2.110636887653816740e-01 6.571053366821228980e-01
3.854346408586010853e+00 2.244457572646985921e-01 6.806420063612889093e-01
4.204966300871738838e+00 2.360157971982033143e-01 6.721690244382693136e-01
4.200365158292096446e+00 1.448146017553299525e-01 6.214241037013897850e-01
4.011506629719719719e+00 2.158825328951542166e-01 7.010069226128692321e-01
3.833908182045581370e+00 1.717208821000235086e-01 7.451670787560203957e-01
4.020356885775589362e+00 1.135747437113726055e-01 8.261255179521511671e-01
3.882012270135573928e+00 1.900062604179335868e-01 6.042745393830016853e-01
4.193690343885174698e+00 2.078058591300515345e-01 6.632243312528601775e-01
4.004094828734365841e+00 1.215564342436346867e-01 7.714563034484974713e-01
4.091652775990954893e+00 1.192440981595683791e-01 6.023678603762255834e-01
3.961651865860481792e+00 9.951229690495798363e-02 6.783309476310128705e-01
3.974435969762044607e+00 1.515256868755991970e-01 6.000435247725341981e-01
4.357293502390195528e+00 1.721467827366554015e-01 7.052021803618767626e-01
3.788789183111310077e+00 1.393524653574221006e-01 7.272383937105754148e-01
4.231390008960465465e+00 1.452290784356122244e-01 7.647027662645820012e-01
3.762989681160073818e+00 1.700656745408047621e-01 6.871910525634411515e-01
3.810068384566799526e+00 1.699771078459820506e-01 7.253029702948639024e-01
4.106409723764246067e+00 8.978164099804536447e-02 7.317074181575248248e-01
4.053173562612908398e+00 2.290246872332206141e-01 6.826488209158775300e-01
3.791762600405772954e+00 1.485762087981732371e-01 7.075579919721539657e-01
3.998289431340454225e+00 1.960524215013852434e-01 5.695544680744607513e-01
4.089089368355173448e+00 1.685377449682801398e-01 7.203399426802318262e-01
3.857774939136436654e+00 1.566970813924003225e-01 6.397244039718659181e-01
4.066392733458397579e+00 1.978430529807866378e-01 7.257615627802672664e-01
3.864032008853117706e+00 1.766271062262238789e-01 6.467386120906125635e-01
