2.485648678334809875e-02 2.485648678334809875e-02 2.485648678334809875e-02 2.485648678334809875e-02 2.485648678334809875e-02 2.485648678334809875e-02 2.485648678334809875e-02 2.485648678334809875e-02 2.485648678334809875e-02 2.485648678334809875e-02 2.485648678334809875e-02 2.485648678334809875e-02 2.485648678334809875e-02 2.485648678334809875e-02 2.485648678334809875e-02
-6.250760913883825209e-02 -6.250760913883825209e-02 -6.250760913883825209e-02 -6.250760913883825209e-02 -6.250760913883825209e-02 -6.250760913883825209e-02 -6.250760913883825209e-02 -6.250760913883825209e-02 -6.250760913883825209e-02 -6.250760913883825209e-02 -6.250760913883825209e-02 -6.250760913883825209e-02 -6.250760913883825209e-02 -6.250760913883825209e-02 -6.250760913883825209e-02
-8.545116766483883131e-02 -8.545116766483883131e-02 -8.545116766483883131e-02 -8.545116766483883131e-02 -8.545116766483883131e-02 -8.545116766483883131e-02 -8.545116766483883131e-02 -8.545116766483883131e-02 -8.545116766483883131e-02 -8.545116766483883131e-02 -8.545116766483883131e-02 -8.545116766483883131e-02 -8.545116766483883131e-02 -8.545116766483883131e-02 -8.545116766483883131e-02
-4.342501127709434000e-02 -4.342501127709434000e-02 -4.342501127709434000e-02 -4.342501127709434000e-02 -4.342501127709434000e-02 -4.342501127709434000e-02 -4.342501127709434000e-02 -4.342501127709434000e-02 -4.342501127709434000e-02 -4.342501127709434000e-02 -4.342501127709434000e-02 -4.342501127709434000e-02 -4.342501127709434000e-02 -4.342501127709434000e-02 -4.342501127709434000e-02
-9.035037057758004211e-03 -9.035037057758004211e-03 -9.035037057758004211e-03 -9.035037057758004211e-03 -9.035037057758004211e-03 -9.035037057758004211e-03 -9.035037057758004211e-03 -9.035037057758004211e-03 -9.035037057758004211e-03 -9.035037057758004211e-03 -9.035037057758004211e-03 -9.035037057758004211e-03 -9.035037057758004211e-03 -9.035037057758004211e-03 -9.035037057758004211e-03
-1.574168888191284366e-01 -1.574168888191284366e-01 -1.574168888191284366e-01 -1.574168888191284366e-01 -1.574168888191284366e-01 -1.574168888191284366e-01 -1.574168888191284366e-01 -1.574168888191284366e-01 -1.574168888191284366e-01 -1.574168888191284366e-01 -1.574168888191284366e-01 -1.574168888191284366e-01 -1.574168888191284366e-01 -1.574168888191284366e-01 -1.574168888191284366e-01
-1.720527831114171957e-01 -1.720527831114171957e-01 -1.720527831114171957e-01 -1.720527831114171957e-01 -1.720527831114171957e-01 -1.720527831114171957e-01 -1.720527831114171957e-01 -1.720527831114171957e-01 -1.720527831114171957e-01 -1.720527831114171957e-01 -1.720527831114171957e-01 -1.720527831114171957e-01 -1.720527831114171957e-01 -1.720527831114171957e-01 -1.720527831114171957e-01
6.146402607057724864e-03 6.146402607057724864e-03 6.146402607057724864e-03 6.146402607057724864e-03 6.146402607057724864e-03 6.146402607057724864e-03 6.146402607057724864e-03 6.146402607057724864e-03 6.146402607057724864e-03 6.146402607057724864e-03 6.146402607057724864e-03 6.146402607057724864e-03 6.146402607057724864e-03 6.146402607057724864e-03 6.146402607057724864e-03
-7.519724055562722331e-02 -7.519724055562722331e-02 -7.519724055562722331e-02 -7.519724055562722331e-02 -7.519724055562722331e-02 -7.519724055562722331e-02 -7.519724055562722331e-02 -7.519724055562722331e-02 -7.519724055562722331e-02 -7.519724055562722331e-02 -7.519724055562722331e-02 -7.519724055562722331e-02 -7.519724055562722331e-02 -7.519724055562722331e-02 -7.519724055562722331e-02
4.174770514231362223e-02 4.174770514231362223e-02 4.174770514231362223e-02 4.174770514231362223e-02 4.174770514231362223e-02 4.174770514231362223e-02 4.174770514231362223e-02 4.174770514231362223e-02 4.174770514231362223e-02 4.174770514231362223e-02 4.174770514231362223e-02 4.174770514231362223e-02 4.174770514231362223e-02 4.174770514231362223e-02 4.174770514231362223e-02
